images_name,sentiment category,sentiment degree,intention detection,offensiveness detection,metaphor occurrence,metaphor category,source domain,target domain,target modality,source modality
Image_(3505).jpg,1(happiness),2(moderately),3(entertaining),1(slightly),0,,,,,
Image_(3506).jpg,5(fear),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3507).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(3508).jpg,5(fear),2(moderately),4(offensive),3(very),0,,,,,
Image_(3509).jpg,4(sorrow),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(351).jpg,5(fear),1(slightly),2(expressive),0(non-offensive),1,text dominant,慌,方,text,complementary
Image_(3510).jpg,1(happiness),2(moderately),1(interactive),2(moderately),0,,,,,
Image_(3511).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3512).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(3513).jpg,3(anger),2(moderately),1(interactive),2(moderately),0,,,,,
Image_(3514).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3515).jpg,1(happiness),2(moderately),2(expressive),1(slightly),0,,,,,
Image_(3516).jpg,6(hate),2(moderately),4(offensive),2(moderately),0,,,,,
Image_(3517).jpg,6(hate),2(moderately),1(interactive),1(slightly),0,,,,,
Image_(3518).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3519).jpg,1(happiness),1(slightly),3(entertaining),1(slightly),0,,,,,
Image_(352).jpg,6(hate),2(moderately),4(offensive),2(moderately),1,text dominant,傻逼,莎比,text,text
Image_(3520).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3521).jpg,1(happiness),1(slightly),4(offensive),2(moderately),0,,,,,
Image_(3522).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3523).jpg,3(anger),2(moderately),4(offensive),2(moderately),0,,,,,
Image_(3524).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3525).jpg,6(hate),2(moderately),2(expressive),1(slightly),0,,,,,
Image_(3526).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3527).jpg,7(surprise),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(3528).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3529).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(353).jpg,3(anger),1(slightly),4(offensive),2(moderately),1,text dominant,重拳出击,重泉出击,image,text
Image_(3530).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3531).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3532).jpg,6(hate),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3533).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3534).jpg,1(happiness),2(moderately),1(interactive),1(slightly),0,,,,,
Image_(3535).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(3536).jpg,1(happiness),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(3537).jpg,1(happiness),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(3538).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3539).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(354).jpg,6(hate),1(slightly),4(offensive),2(moderately),1,text dominant,操你妈,曹尼玛,text,text
Image_(3540).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3541).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3542).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3543).jpg,1(happiness),1(slightly),4(offensive),1(slightly),0,,,,,
Image_(3544).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3545).jpg,5(fear),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3546).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(3547).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),0,,,,,
Image_(3548).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(3549).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(355).jpg,2(love),2(moderately),2(expressive),0(non-offensive),1,text dominant,示爱,笔芯,complementary,text
Image_(3550).jpg,4(sorrow),2(moderately),3(entertaining),0(non-offensive),0,,,,,
Image_(3551).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(3552).jpg,5(fear),2(moderately),2(expressive),1(slightly),0,,,,,
Image_(3553).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3554).jpg,4(sorrow),3(very),1(interactive),0(non-offensive),0,,,,,
Image_(3555).jpg,3(anger),3(very),4(offensive),2(moderately),0,,,,,
Image_(3556).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),0,,,,,
Image_(3557).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3558).jpg,3(anger),3(very),2(expressive),1(slightly),0,,,,,
Image_(3559).jpg,3(anger),3(very),4(offensive),3(very),0,,,,,
Image_(356).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,text dominant,批评,次达,text,text
Image_(3560).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3561).jpg,2(love),2(moderately),3(entertaining),0(non-offensive),0,,,,,
Image_(3562).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3563).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3564).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(3565).jpg,6(hate),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3566).jpg,3(anger),3(very),4(offensive),2(moderately),0,,,,,
Image_(3567).jpg,6(hate),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3568).jpg,3(anger),3(very),4(offensive),3(very),0,,,,,
Image_(3569).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(357).jpg,1(happiness),3(very),2(expressive),0(non-offensive),1,text dominant,加油,干爸得,text,text
Image_(3570).jpg,5(fear),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(3571).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3572).jpg,3(anger),1(slightly),4(offensive),3(very),0,,,,,
Image_(3573).jpg,6(hate),3(very),4(offensive),3(very),0,,,,,
Image_(3574).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3575).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3576).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(3577).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3578).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3579).jpg,7(surprise),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(358).jpg,2(love),1(slightly),1(interactive),0(non-offensive),1,text dominant,你,泥,text,text
Image_(3580).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),0,,,,,
Image_(3581).jpg,2(love),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(3582).jpg,3(anger),2(moderately),4(offensive),2(moderately),0,,,,,
Image_(3583).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),0,,,,,
Image_(3584).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3585).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3586).jpg,3(anger),3(very),4(offensive),3(very),0,,,,,
Image_(3587).jpg,3(anger),3(very),4(offensive),3(very),0,,,,,
Image_(3588).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3589).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(359).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,text dominant,偶像,爱豆,text,text
Image_(3590).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(3591).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3592).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3593).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3594).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(3595).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3596).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3597).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3598).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3599).jpg,3(anger),2(moderately),4(offensive),2(moderately),0,,,,,
Image_(36).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,text dominant,蠢话,猪话,text,text
Image_(360).jpg,2(love),3(very),2(expressive),0(non-offensive),1,text dominant,是,系,text,text
Image_(3600).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3601).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3602).jpg,5(fear),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3603).jpg,5(fear),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3604).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3605).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3606).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(3607).jpg,6(hate),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3608).jpg,6(hate),3(very),4(offensive),3(very),0,,,,,
Image_(3609).jpg,1(happiness),2(moderately),4(offensive),2(moderately),0,,,,,
Image_(361).jpg,2(love),2(moderately),2(expressive),0(non-offensive),1,complementary,心,门,text,image
Image_(3610).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3611).jpg,4(sorrow),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3612).jpg,6(hate),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3613).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3614).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3615).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3616).jpg,1(happiness),2(moderately),1(interactive),1(slightly),0,,,,,
Image_(3617).jpg,5(fear),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3618).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3619).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(362).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,complementary,咸鱼,人,complementary,image
Image_(3620).jpg,2(love),3(very),1(interactive),0(non-offensive),0,,,,,
Image_(3621).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3622).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3623).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3624).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,
Image_(3625).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3626).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(3627).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3628).jpg,4(sorrow),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3629).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(363).jpg,6(hate),1(slightly),1(interactive),0(non-offensive),1,text dominant,大家好；是；老婆的出轨对象,大扎好；系；隔壁老王,text,text
Image_(3630).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3631).jpg,6(hate),3(very),4(offensive),2(moderately),0,,,,,
Image_(3632).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3633).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3634).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3635).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,
Image_(3636).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3637).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3638).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3639).jpg,3(anger),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(364).jpg,1(happiness),3(very),2(expressive),0(non-offensive),1,text dominant,人家,伦家,text,image
Image_(3640).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3641).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(3642).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3643).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3644).jpg,6(hate),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3645).jpg,1(happiness),1(slightly),5(other),0(non-offensive),0,,,,,
Image_(3646).jpg,4(sorrow),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3647).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3648).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3649).jpg,5(fear),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(365).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,complementary,猪,你,image,text
Image_(3650).jpg,6(hate),2(moderately),4(offensive),2(moderately),0,,,,,
Image_(3651).jpg,7(surprise),2(moderately),2(expressive),1(slightly),0,,,,,
Image_(3652).jpg,3(anger),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3653).jpg,5(fear),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3654).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3655).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3656).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3657).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3658).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(3659).jpg,6(hate),2(moderately),4(offensive),3(very),0,,,,,
Image_(366).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),1,text dominant,厉害,牛啤,text,image
Image_(3660).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3661).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3662).jpg,5(fear),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3663).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3664).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3665).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3666).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3667).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3668).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(3669).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(367).jpg,2(love),3(very),2(expressive),0(non-offensive),1,text dominant,喜欢,喜方,text,text
Image_(3670).jpg,6(hate),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3671).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3672).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3673).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3674).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3675).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3676).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3677).jpg,4(sorrow),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3678).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3679).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(368).jpg,2(love),2(moderately),2(expressive),0(non-offensive),1,text dominant,宝贝,北鼻,text,text
Image_(3680).jpg,6(hate),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3681).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3682).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3683).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3684).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3685).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3686).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3687).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3688).jpg,6(hate),3(very),4(offensive),3(very),0,,,,,
Image_(3689).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(369).jpg,3(anger),2(moderately),4(offensive),2(moderately),1,complementary,猪猪；老公；猪猪,居居；玩偶；老公,text,complementary
Image_(3690).jpg,3(anger),2(moderately),4(offensive),2(moderately),0,,,,,
Image_(3691).jpg,4(sorrow),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3692).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3693).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3694).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3695).jpg,6(hate),3(very),4(offensive),3(very),0,,,,,
Image_(3696).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3697).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3698).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3699).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(37).jpg,6(hate),1(slightly),2(expressive),0(non-offensive),1,text dominant,无话可说,无fuck可说,text,text
Image_(370).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,text dominant,男朋友,狗子,text,text
Image_(3700).jpg,6(hate),1(slightly),1(interactive),1(slightly),0,,,,,
Image_(3701).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3702).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3703).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3704).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(3705).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3706).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),0,,,,,
Image_(3707).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3708).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3709).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(371).jpg,2(love),3(very),2(expressive),0(non-offensive),1,text dominant,这样,酱,text,text
Image_(3710).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(3711).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3712).jpg,3(anger),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3713).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3714).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3715).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3716).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3717).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3718).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3719).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(372).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),1,text dominant,猪猪,居居,text,text
Image_(3720).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3721).jpg,4(sorrow),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3722).jpg,5(fear),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3723).jpg,4(sorrow),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3724).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3725).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3726).jpg,2(love),3(very),1(interactive),0(non-offensive),0,,,,,
Image_(3727).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3728).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3729).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(373).jpg,2(love),2(moderately),2(expressive),0(non-offensive),1,text dominant,奶,nei,text,text
Image_(3730).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(3731).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3732).jpg,4(sorrow),3(very),1(interactive),0(non-offensive),0,,,,,
Image_(3733).jpg,4(sorrow),1(slightly),1(interactive),1(slightly),0,,,,,
Image_(3734).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),0,,,,,
Image_(3735).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3736).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3737).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3738).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3739).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(374).jpg,5(fear),2(moderately),2(expressive),0(non-offensive),1,text dominant,8,不,text,text
Image_(3740).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3741).jpg,2(love),3(very),1(interactive),0(non-offensive),0,,,,,
Image_(3742).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3743).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3744).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3745).jpg,4(sorrow),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3746).jpg,3(anger),2(moderately),4(offensive),2(moderately),0,,,,,
Image_(3747).jpg,3(anger),2(moderately),1(interactive),1(slightly),0,,,,,
Image_(3748).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(3749).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(375).jpg,7(surprise),3(very),2(expressive),0(non-offensive),1,text dominant,什么,神马,text,text
Image_(3750).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3751).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3752).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3753).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3754).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3755).jpg,3(anger),3(very),2(expressive),2(moderately),0,,,,,
Image_(3756).jpg,6(hate),2(moderately),1(interactive),1(slightly),0,,,,,
Image_(3757).jpg,3(anger),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3758).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3759).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(376).jpg,2(love),2(moderately),2(expressive),0(non-offensive),1,text dominant,超；呀,敲；鸭,text,text
Image_(3760).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3761).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(3762).jpg,3(anger),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3763).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3764).jpg,3(anger),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3765).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3766).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3767).jpg,3(anger),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3768).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3769).jpg,7(surprise),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(377).jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,complementary,快乐,饮料,text,image
Image_(3770).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3771).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3772).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3773).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(3774).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3775).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3776).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3777).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3778).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3779).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(378).jpg,2(love),3(very),2(expressive),0(non-offensive),1,complementary,亲吻,木马,image,text
Image_(3780).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3781).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(3782).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3783).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),1,text dominant,酒,爱情,text,text
Image_(3784).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3785).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3786).jpg,6(hate),1(slightly),2(expressive),1(slightly),0,,,,,
Image_(3787).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3788).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3789).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(379).jpg,3(anger),3(very),4(offensive),3(very),1,text dominant,傻逼,sb,text,text
